"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Canadian and foreign direct investment","Countries or regions","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009","Canada","2016A000011124","Professional, scientific and technical services [54]","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v41661521","1.46.1.3","284","","","","0"
"2009","Canada","2016A000011124","Professional, scientific and technical services [54]","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661522","1.46.1.4","367","","","","0"
"2009","Canada","2016A000011124","Professional, scientific and technical services [54]","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v41661523","1.46.1.5","842","","","","0"
"2009","Canada","2016A000011124","Professional, scientific and technical services [54]","Canadian direct investment abroad - Total Book Value","Other countries","Dollars","81","millions","6","v41661524","1.46.1.6","68","","","","0"
"2009","Canada","2016A000011124","Professional, scientific and technical services [54]","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661525","1.46.2.1","9360","","","","0"
"2009","Canada","2016A000011124","Professional, scientific and technical services [54]","Foreign direct investment in Canada - Total Book Value","United States","Dollars","81","millions","6","v41661526","1.46.2.2","4785","","","","0"
"2009","Canada","2016A000011124","Professional, scientific and technical services [54]","Foreign direct investment in Canada - Total Book Value","Other America","Dollars","81","millions","6","v41661527","1.46.2.3","","x","","","0"
"2009","Canada","2016A000011124","Professional, scientific and technical services [54]","Foreign direct investment in Canada - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661528","1.46.2.4","1035","","","","0"
"2009","Canada","2016A000011124","Professional, scientific and technical services [54]","Foreign direct investment in Canada - Total Book Value","Europe","Dollars","81","millions","6","v41661529","1.46.2.5","3419","","","","0"
"2009","Canada","2016A000011124","Professional, scientific and technical services [54]","Foreign direct investment in Canada - Total Book Value","Other countries","Dollars","81","millions","6","v41661530","1.46.2.6","","x","","","0"
"2009","Canada","2016A000011124","Management of companies and enterprises [55]","Canadian direct investment abroad - Total Book Value","Total, all countries","Dollars","81","millions","6","v20143896","1.11.1.1","92544","","","","0"
"2009","Canada","2016A000011124","Management of companies and enterprises [55]","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661118","1.11.1.2","34990","","","","0"
"2009","Canada","2016A000011124","Management of companies and enterprises [55]","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v41661119","1.11.1.3","41085","","","","0"
"2009","Canada","2016A000011124","Management of companies and enterprises [55]","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661120","1.11.1.4","1824","","","","0"
"2009","Canada","2016A000011124","Management of companies and enterprises [55]","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v41661121","1.11.1.5","14284","","","","0"
"2009","Canada","2016A000011124","Management of companies and enterprises [55]","Canadian direct investment abroad - Total Book Value","Other countries","Dollars","81","millions","6","v41661122","1.11.1.6","361","","","","0"
"2009","Canada","2016A000011124","Management of companies and enterprises [55]","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v20143897","1.11.2.1","99305","","","","0"
"2009","Canada","2016A000011124","Management of companies and enterprises [55]","Foreign direct investment in Canada - Total Book Value","United States","Dollars","81","millions","6","v41661123","1.11.2.2","51439","","","","0"
"2009","Canada","2016A000011124","Management of companies and enterprises [55]","Foreign direct investment in Canada - Total Book Value","Other America","Dollars","81","millions","6","v41661124","1.11.2.3","512","","","","0"
"2009","Canada","2016A000011124","Management of companies and enterprises [55]","Foreign direct investment in Canada - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661125","1.11.2.4","15181","","","","0"
"2009","Canada","2016A000011124","Management of companies and enterprises [55]","Foreign direct investment in Canada - Total Book Value","Europe","Dollars","81","millions","6","v41661126","1.11.2.5","30746","","","","0"
"2009","Canada","2016A000011124","Management of companies and enterprises [55]","Foreign direct investment in Canada - Total Book Value","Other countries","Dollars","81","millions","6","v41661127","1.11.2.6","1428","","","","0"
"2009","Canada","2016A000011124","Accommodation and food services [72]","Canadian direct investment abroad - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661531","1.47.1.1","2643","","","","0"
"2009","Canada","2016A000011124","Accommodation and food services [72]","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661532","1.47.1.2","991","","","","0"
"2009","Canada","2016A000011124","Accommodation and food services [72]","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v41661533","1.47.1.3","219","","","","0"
"2009","Canada","2016A000011124","Accommodation and food services [72]","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661534","1.47.1.4","503","","","","0"
"2009","Canada","2016A000011124","Accommodation and food services [72]","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v41661535","1.47.1.5","930","","","","0"
"2009","Canada","2016A000011124","Accommodation and food services [72]","Canadian direct investment abroad - Total Book Value","Other countries","Dollars","81","millions","6","v53853676","1.47.1.6","1","","","","0"
"2009","Canada","2016A000011124","Accommodation and food services [72]","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661536","1.47.2.1","4540","","","","0"
"2009","Canada","2016A000011124","Accommodation and food services [72]","Foreign direct investment in Canada - Total Book Value","United States","Dollars","81","millions","6","v41661537","1.47.2.2","2336","","","","0"
"2009","Canada","2016A000011124","Accommodation and food services [72]","Foreign direct investment in Canada - Total Book Value","Other America","Dollars","81","millions","6","v41661538","1.47.2.3","","x","","","0"
"2009","Canada","2016A000011124","Accommodation and food services [72]","Foreign direct investment in Canada - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661539","1.47.2.4","","x","","","0"
"2009","Canada","2016A000011124","Accommodation and food services [72]","Foreign direct investment in Canada - Total Book Value","Europe","Dollars","81","millions","6","v41661540","1.47.2.5","533","","","","0"
"2009","Canada","2016A000011124","All other industries","Canadian direct investment abroad - Total Book Value","Total, all countries","Dollars","81","millions","6","v20143898","1.12.1.1","5187","","","","0"
"2009","Canada","2016A000011124","All other industries","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661128","1.12.1.2","3925","","","","0"
"2009","Canada","2016A000011124","All other industries","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v41661129","1.12.1.3","431","","","","0"
"2009","Canada","2016A000011124","All other industries","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661130","1.12.1.4","84","","","","0"
"2009","Canada","2016A000011124","All other industries","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v41661131","1.12.1.5","696","","","","0"
"2009","Canada","2016A000011124","All other industries","Canadian direct investment abroad - Total Book Value","Other countries","Dollars","81","millions","6","v41661132","1.12.1.6","52","","","","0"
"2009","Canada","2016A000011124","All other industries","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v20143899","1.12.2.1","7363","","","","0"
"2009","Canada","2016A000011124","All other industries","Foreign direct investment in Canada - Total Book Value","United States","Dollars","81","millions","6","v41661133","1.12.2.2","5957","","","","0"
"2009","Canada","2016A000011124","All other industries","Foreign direct investment in Canada - Total Book Value","Other America","Dollars","81","millions","6","v41661134","1.12.2.3","","x","","","0"
"2009","Canada","2016A000011124","All other industries","Foreign direct investment in Canada - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661135","1.12.2.4","","x","","","0"
"2009","Canada","2016A000011124","All other industries","Foreign direct investment in Canada - Total Book Value","Europe","Dollars","81","millions","6","v41661136","1.12.2.5","1288","","","","0"
"2009","Canada","2016A000011124","All other industries","Foreign direct investment in Canada - Total Book Value","Other countries","Dollars","81","millions","6","v41661137","1.12.2.6","","x","","","0"
"2009","Canada","2016A000011124","Information and communication technologies (ICT)","Canadian direct investment abroad - Total Book Value","Total, all countries","Dollars","81","millions","6","v20143900","1.13.1.1","10776","","","","0"
"2009","Canada","2016A000011124","Information and communication technologies (ICT)","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661138","1.13.1.2","6455","","","","0"
"2009","Canada","2016A000011124","Information and communication technologies (ICT)","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v41661139","1.13.1.3","","x","","","0"
"2009","Canada","2016A000011124","Information and communication technologies (ICT)","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661140","1.13.1.4","1645","","","","0"
